HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
15207	OR52B2	olfactory receptor family 52 subfamily B member 2	Approved			11p15.4	AB065763	NM_001004052	OR52	Olfactory receptors, family 52	165
15208	OR52B3P	olfactory receptor family 52 subfamily B member 3 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15209	OR52B4	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)	Approved			11p15.4	AB065792	NM_001005161	OR52	Olfactory receptors, family 52	165
15210	OR52B5P	olfactory receptor family 52 subfamily B member 5 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15211	OR52B6	olfactory receptor family 52 subfamily B member 6	Approved			11p15.4	AB065858	NM_001005162	OR52	Olfactory receptors, family 52	165
15212	OR52D1	olfactory receptor family 52 subfamily D member 1	Approved			11p15.4	BK004276	NM_001005163	OR52	Olfactory receptors, family 52	165
14766	OR52E1	olfactory receptor family 52 subfamily E member 1 (gene/pseudogene)	Approved	OR52E1P		11p15.4			OR52	Olfactory receptors, family 52	165
14769	OR52E2	olfactory receptor family 52 subfamily E member 2	Approved			11p15.4	AB065800	NM_001005164	OR52	Olfactory receptors, family 52	165
14793	OR52E3P	olfactory receptor family 52 subfamily E member 3 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15213	OR52E4	olfactory receptor family 52 subfamily E member 4	Approved			11p15.4	AB065817	NM_001005165	OR52	Olfactory receptors, family 52	165
15214	OR52E5	olfactory receptor family 52 subfamily E member 5	Approved			11p15.4	AB065536	NM_001005166	OR52	Olfactory receptors, family 52	165
15215	OR52E6	olfactory receptor family 52 subfamily E member 6	Approved			11p15.4	AB065815	NM_001005167	OR52	Olfactory receptors, family 52	165
15216	OR52E7P	olfactory receptor family 52 subfamily E member 7 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15217	OR52E8	olfactory receptor family 52 subfamily E member 8	Approved			11p15.4	BK004301	NM_001005168	OR52	Olfactory receptors, family 52	165
15218	OR52H1	olfactory receptor family 52 subfamily H member 1	Approved			11p15.4	AB065802	NM_001005289	OR52	Olfactory receptors, family 52	165
15219	OR52H2P	olfactory receptor family 52 subfamily H member 2 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15220	OR52I1	olfactory receptor family 52 subfamily I member 1	Approved			11p15.4	BK004371	NM_001005169	OR52	Olfactory receptors, family 52	165
15221	OR52I2	olfactory receptor family 52 subfamily I member 2	Approved			11p15.4	BK004264	NM_001005170	OR52	Olfactory receptors, family 52	165
14760	OR52J1P	olfactory receptor family 52 subfamily J member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
14797	OR52J2P	olfactory receptor family 52 subfamily J member 2 pseudogene	Approved	OR52J4P		11p15.4			OR52	Olfactory receptors, family 52	165
14799	OR52J3	olfactory receptor family 52 subfamily J member 3	Approved			11p15.4	AB065530	NM_001001916	OR52	Olfactory receptors, family 52	165
15222	OR52K1	olfactory receptor family 52 subfamily K member 1	Approved			11p15.4	AB065790	NM_001005171	OR52	Olfactory receptors, family 52	165
15223	OR52K2	olfactory receptor family 52 subfamily K member 2	Approved			11p15.4	AB065791	NM_001005172	OR52	Olfactory receptors, family 52	165
15224	OR52K3P	olfactory receptor family 52 subfamily K member 3 pseudogene	Approved			11p15.4	AF143328		OR52	Olfactory receptors, family 52	165
14785	OR52L1	olfactory receptor family 52 subfamily L member 1	Approved			11p15.4	AB065819	NM_001005173	OR52	Olfactory receptors, family 52	165
14788	OR52L2P	olfactory receptor family 52 subfamily L member 2 pseudogene	Approved	OR52L2		11p15.4			OR52	Olfactory receptors, family 52	165
15225	OR52M1	olfactory receptor family 52 subfamily M member 1	Approved	OR52M1P		11p15.4	AB065789	NM_001004137	OR52	Olfactory receptors, family 52	165
15226	OR52M2P	olfactory receptor family 52 subfamily M member 2 pseudogene	Approved	OR52M4		11p15.4			OR52	Olfactory receptors, family 52	165
14853	OR52N1	olfactory receptor family 52 subfamily N member 1	Approved			11p15.4	AB065538	NM_001001913	OR52	Olfactory receptors, family 52	165
15228	OR52N2	olfactory receptor family 52 subfamily N member 2	Approved			11p15.4	AB065816	NM_001005174	OR52	Olfactory receptors, family 52	165
15229	OR52N3P	olfactory receptor family 52 subfamily N member 3 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15230	OR52N4	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)	Approved			11p15.4	AB065813	NM_001005175	OR52	Olfactory receptors, family 52	165
15231	OR52N5	olfactory receptor family 52 subfamily N member 5	Approved		OR52N5Q	11p15.4	AB065535	NM_001001922	OR52	Olfactory receptors, family 52	165
15232	OR52P1P	olfactory receptor family 52 subfamily P member 1 pseudogene	Approved	OR52P1		11p15.4			OR52	Olfactory receptors, family 52	165
15233	OR52P2P	olfactory receptor family 52 subfamily P member 2 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15234	OR52Q1P	olfactory receptor family 52 subfamily Q member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15235	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)	Approved			11p15.4	BK004282	NM_001005177	OR52	Olfactory receptors, family 52	165
14805	OR52S1P	olfactory receptor family 52 subfamily S member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15236	OR52T1P	olfactory receptor family 52 subfamily T member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15237	OR52U1P	olfactory receptor family 52 subfamily U member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15238	OR52V1P	olfactory receptor family 52 subfamily V member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15239	OR52W1	olfactory receptor family 52 subfamily W member 1	Approved	OR52W1P		11p15.4	AB065511	NM_001005178	OR52	Olfactory receptors, family 52	165
14790	OR52X1P	olfactory receptor family 52 subfamily X member 1 pseudogene	Approved			11p15.4			OR52	Olfactory receptors, family 52	165
15240	OR52Y1P	olfactory receptor family 52 subfamily Y member 1 pseudogene	Approved	OR52Y2P		11p15.4			OR52	Olfactory receptors, family 52	165
19596	OR52Z1	olfactory receptor family 52 subfamily Z member 1 (gene/pseudogene)	Approved	OR52Z1P		11p15.4		NG_004304	OR52	Olfactory receptors, family 52	165
15241	OR55B1P	olfactory receptor family 55 subfamily B member 1 pseudogene	Approved	OR55B2P, OR55C1P		11p15.4			OR55	Olfactory receptors, family 55	166
14781	OR56A1	olfactory receptor family 56 subfamily A member 1	Approved			11p15.4	AB065821	NM_001001917	OR56	Olfactory receptors, family 56	167
14786	OR56A3	olfactory receptor family 56 subfamily A member 3	Approved	OR56A6, OR56A3P		11p15.4		NM_001003443	OR56	Olfactory receptors, family 56	167
14791	OR56A4	olfactory receptor family 56 subfamily A member 4	Approved			11p15.4	BK004255	NM_001005179	OR56	Olfactory receptors, family 56	167
14792	OR56A5	olfactory receptor family 56 subfamily A member 5	Approved	OR56A5P		11p15.4		XM_001715165	OR56	Olfactory receptors, family 56	167
15244	OR56A7P	olfactory receptor family 56 subfamily A member 7 pseudogene	Approved			11p15.4			OR56	Olfactory receptors, family 56	167
15245	OR56B1	olfactory receptor family 56 subfamily B member 1	Approved	OR56B1P		11p15.4	BK004386	NM_001005180	OR56	Olfactory receptors, family 56	167
15246	OR56B2P	olfactory receptor family 56 subfamily B member 2 pseudogene	Approved	OR56B2		11p15.4			OR56	Olfactory receptors, family 56	167
15247	OR56B3P	olfactory receptor family 56 subfamily B member 3 pseudogene	Approved			11p15.4			OR56	Olfactory receptors, family 56	167
15248	OR56B4	olfactory receptor family 56 subfamily B member 4	Approved			11p15.4	AB065513	NM_001005181	OR56	Olfactory receptors, family 56	167
15301	OR6A2	olfactory receptor family 6 subfamily A member 2	Approved	OR6A2P, OR6A1	OR11-55	11p15.4	AB065822	NM_003696	OR6	Olfactory receptors, family 6	153
8354	OR6B1	olfactory receptor family 6 subfamily B member 1	Approved		OR7-3	7q35			OR6	Olfactory receptors, family 6	153
15041	OR6B2	olfactory receptor family 6 subfamily B member 2	Approved	OR6B2P		2q37.3		NM_001005853	OR6	Olfactory receptors, family 6	153
15042	OR6B3	olfactory receptor family 6 subfamily B member 3	Approved	OR6B3P	OR6B3Q	2q37.3			OR6	Olfactory receptors, family 6	153
8355	OR6C1	olfactory receptor family 6 subfamily C member 1	Approved		OST267	12q13.2	AF399506	NM_001005182	OR6	Olfactory receptors, family 6	153
15436	OR6C2	olfactory receptor family 6 subfamily C member 2	Approved		OR6C67	12q13.2	AF179766	NM_054105	OR6	Olfactory receptors, family 6	153
15437	OR6C3	olfactory receptor family 6 subfamily C member 3	Approved		OST709	12q13.2	AF179770		OR6	Olfactory receptors, family 6	153
19632	OR6C4	olfactory receptor family 6 subfamily C member 4	Approved			12q13.2	BK004261		OR6	Olfactory receptors, family 6	153
31292	OR6C5P	olfactory receptor family 6 subfamily C member 5 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31293	OR6C6	olfactory receptor family 6 subfamily C member 6	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31294	OR6C64P	olfactory receptor family 6 subfamily C member 64 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31295	OR6C65	olfactory receptor family 6 subfamily C member 65	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31296	OR6C66P	olfactory receptor family 6 subfamily C member 66 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31297	OR6C68	olfactory receptor family 6 subfamily C member 68	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31298	OR6C69P	olfactory receptor family 6 subfamily C member 69 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31299	OR6C70	olfactory receptor family 6 subfamily C member 70	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31300	OR6C71P	olfactory receptor family 6 subfamily C member 71 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31301	OR6C72P	olfactory receptor family 6 subfamily C member 72 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31302	OR6C73P	olfactory receptor family 6 subfamily C member 73 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31303	OR6C74	olfactory receptor family 6 subfamily C member 74	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31304	OR6C75	olfactory receptor family 6 subfamily C member 75	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
31305	OR6C76	olfactory receptor family 6 subfamily C member 76	Approved			12q13.2		NM_001005183	OR6	Olfactory receptors, family 6	153
31306	OR6C7P	olfactory receptor family 6 subfamily C member 7 pseudogene	Approved			12q13.2			OR6	Olfactory receptors, family 6	153
14849	OR6D1P	olfactory receptor family 6 subfamily D member 1 pseudogene	Approved			10q11.21	AL358394		OR6	Olfactory receptors, family 6	153
14739	OR6E1P	olfactory receptor family 6 subfamily E member 1 pseudogene	Approved			14q11.2			OR6	Olfactory receptors, family 6	153
15027	OR6F1	olfactory receptor family 6 subfamily F member 1	Approved		OST731	1q44	BK004460	NM_001005286	OR6	Olfactory receptors, family 6	153
14707	OR6J1	olfactory receptor family 6 subfamily J member 1 (gene/pseudogene)	Approved	OR6J2, OR6J1P		14q11.2	AC023226		OR6	Olfactory receptors, family 6	153
15028	OR6K1P	olfactory receptor family 6 subfamily K member 1 pseudogene	Approved			1q23.1			OR6	Olfactory receptors, family 6	153
15029	OR6K2	olfactory receptor family 6 subfamily K member 2	Approved			1q23.1	BK004196	NM_001005279	OR6	Olfactory receptors, family 6	153
15030	OR6K3	olfactory receptor family 6 subfamily K member 3	Approved			1q23.1	AB065633		OR6	Olfactory receptors, family 6	153
15031	OR6K4P	olfactory receptor family 6 subfamily K member 4 pseudogene	Approved			1q23.1			OR6	Olfactory receptors, family 6	153
15032	OR6K5P	olfactory receptor family 6 subfamily K member 5 pseudogene	Approved			1q23.1			OR6	Olfactory receptors, family 6	153
15033	OR6K6	olfactory receptor family 6 subfamily K member 6	Approved			1q23.1	BK004198	NM_001005184	OR6	Olfactory receptors, family 6	153
15124	OR6L1P	olfactory receptor family 6 subfamily L member 1 pseudogene	Approved			10q26.3	Z96427	NG_002282	OR6	Olfactory receptors, family 6	153
15125	OR6L2P	olfactory receptor family 6 subfamily L member 2 pseudogene	Approved			10q26.3		NG_004252	OR6	Olfactory receptors, family 6	153
14711	OR6M1	olfactory receptor family 6 subfamily M member 1	Approved			11q24.1	AB065762	NM_001005325	OR6	Olfactory receptors, family 6	153
14713	OR6M2P	olfactory receptor family 6 subfamily M member 2 pseudogene	Approved			11q24.1			OR6	Olfactory receptors, family 6	153
14741	OR6M3P	olfactory receptor family 6 subfamily M member 3 pseudogene	Approved			11q24.1			OR6	Olfactory receptors, family 6	153
15034	OR6N1	olfactory receptor family 6 subfamily N member 1	Approved			1q23.1	BK004199	NM_001005185	OR6	Olfactory receptors, family 6	153
15035	OR6N2	olfactory receptor family 6 subfamily N member 2	Approved			1q23.1	BK004200		OR6	Olfactory receptors, family 6	153
15036	OR6P1	olfactory receptor family 6 subfamily P member 1	Approved			1q23.1	BK004193		OR6	Olfactory receptors, family 6	153
15302	OR6Q1	olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene)	Approved			11q12.1	AB065737	NM_001005186	OR6	Olfactory receptors, family 6	153
15037	OR6R1P	olfactory receptor family 6 subfamily R member 1 pseudogene	Approved			1q44			OR6	Olfactory receptors, family 6	153
31307	OR6R2P	olfactory receptor family 6 subfamily R member 2 pseudogene	Approved			8p21.3			OR6	Olfactory receptors, family 6	153
15363	OR6S1	olfactory receptor family 6 subfamily S member 1	Approved		OR6S1Q	14q11.2	AL163636		OR6	Olfactory receptors, family 6	153
14848	OR6T1	olfactory receptor family 6 subfamily T member 1	Approved			11q24.1	AB065759	NM_001005187	OR6	Olfactory receptors, family 6	153
19631	OR6U2P	olfactory receptor family 6 subfamily U member 2 pseudogene	Approved	OR6U1P		12q14.2		NG_004348	OR6	Olfactory receptors, family 6	153
15090	OR6V1	olfactory receptor family 6 subfamily V member 1	Approved		GPR138	7q34			OR6	Olfactory receptors, family 6	153
15091	OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene	Approved	OR6W1	sdolf	7q34	AF286696		OR6	Olfactory receptors, family 6	153
14737	OR6X1	olfactory receptor family 6 subfamily X member 1	Approved			11q24.1	AB065510	NM_001005188	OR6	Olfactory receptors, family 6	153
14823	OR6Y1	olfactory receptor family 6 subfamily Y member 1	Approved	OR6Y2		1q23.1	BK004192	NM_001005189	OR6	Olfactory receptors, family 6	153
8356	OR7A10	olfactory receptor family 7 subfamily A member 10	Approved			19p13.1		NM_001005190	OR7	Olfactory receptors, family 7	154
8357	OR7A11P	olfactory receptor family 7 subfamily A member 11 pseudogene	Approved	OR7A11	OST527	19p13.12			OR7	Olfactory receptors, family 7	154
8361	OR7A15P	olfactory receptor family 7 subfamily A member 15 pseudogene	Approved	OR7A4P, OR7A16P, OR7A20P	OR19-134, OR19-1, OR19-146	19p13.12	U86253		OR7	Olfactory receptors, family 7	154
8363	OR7A17	olfactory receptor family 7 subfamily A member 17	Approved		HTPCRX19	19p13.12	X64993	NM_030901	OR7	Olfactory receptors, family 7	154
15399	OR7A18P	olfactory receptor family 7 subfamily A member 18 pseudogene	Approved			19p13.12			OR7	Olfactory receptors, family 7	154
15337	OR7A19P	olfactory receptor family 7 subfamily A member 19 pseudogene	Approved			12q13.11	AC008035		OR7	Olfactory receptors, family 7	154
8364	OR7A1P	olfactory receptor family 7 subfamily A member 1 pseudogene	Approved	OR7A6P	OR19-3, OLF4p, hg513	19p13.12			OR7	Olfactory receptors, family 7	154
8370	OR7A2P	olfactory receptor family 7 subfamily A member 2 pseudogene	Approved	OR7A7, OR7A2	hg1003, OR19-18, OLF4p	19p13.12			OR7	Olfactory receptors, family 7	154
8366	OR7A3P	olfactory receptor family 7 subfamily A member 3 pseudogene	Approved	OR7A12P, OR7A14P, OR7A14, OR7A13P	OR11-7b, OR19-12, OR14-59, OR14-11	19p13.12	AF065859		OR7	Olfactory receptors, family 7	154
8368	OR7A5	olfactory receptor family 7 subfamily A member 5	Approved		HTPCR2	19p13.1	X64976	NM_017506	OR7	Olfactory receptors, family 7	154
8371	OR7A8P	olfactory receptor family 7 subfamily A member 8 pseudogene	Approved	OR7A9P	OST042, HG83, OR19-11	19p13.12	AF399434		OR7	Olfactory receptors, family 7	154
8373	OR7C1	olfactory receptor family 7 subfamily C member 1	Approved	OR7C4	OR19-5	19p13.1	X89676		OR7	Olfactory receptors, family 7	154
8374	OR7C2	olfactory receptor family 7 subfamily C member 2	Approved	OR7C3	OR19-18	19p13.1	U86255		OR7	Olfactory receptors, family 7	154
31308	OR7D11P	olfactory receptor family 7 subfamily D member 11 pseudogene	Approved			19p13.2		NG_005822	OR7	Olfactory receptors, family 7	154
8377	OR7D1P	olfactory receptor family 7 subfamily D member 1 pseudogene	Approved	OR7D3P, OR7D3	OR19-A	19p13.2	U86251	NG_002212	OR7	Olfactory receptors, family 7	154
8378	OR7D2	olfactory receptor family 7 subfamily D member 2	Approved		OR19-4, HTPCRH03, FLJ38149	19p13.2	AK095468		OR7	Olfactory receptors, family 7	154
8380	OR7D4	olfactory receptor family 7 subfamily D member 4	Approved	OR7D4P	hg105, OR19-B	19p13.2			OR7	Olfactory receptors, family 7	154
15048	OR7E100P	olfactory receptor family 7 subfamily E member 100 pseudogene	Approved			3q13.2	AC024709		OR7	Olfactory receptors, family 7	154
15342	OR7E101P	olfactory receptor family 7 subfamily E member 101 pseudogene	Approved			13q14.13	AL157365		OR7	Olfactory receptors, family 7	154
15043	OR7E102P	olfactory receptor family 7 subfamily E member 102 pseudogene	Approved	OR7E102		2q11.1	AC009237		OR7	Olfactory receptors, family 7	154
15343	OR7E104P	olfactory receptor family 7 subfamily E member 104 pseudogene	Approved			13q21.31	AI799130		OR7	Olfactory receptors, family 7	154
15364	OR7E105P	olfactory receptor family 7 subfamily E member 105 pseudogene	Approved			14q22.1			OR7	Olfactory receptors, family 7	154
15365	OR7E106P	olfactory receptor family 7 subfamily E member 106 pseudogene	Approved	OR7E40P	OST215	14q22.1			OR7	Olfactory receptors, family 7	154
15117	OR7E108P	olfactory receptor family 7 subfamily E member 108 pseudogene	Approved		OST726	9q22.2	AL354862		OR7	Olfactory receptors, family 7	154
15118	OR7E109P	olfactory receptor family 7 subfamily E member 109 pseudogene	Approved		OST721	9q22.2			OR7	Olfactory receptors, family 7	154
8381	OR7E10P	olfactory receptor family 7 subfamily E member 10 pseudogene	Approved		OR11-1	8p23.1	AF399403		OR7	Olfactory receptors, family 7	154
15126	OR7E110P	olfactory receptor family 7 subfamily E member 110 pseudogene	Approved	OR7E68P, OR7E71P, OR7E72P, OR7E73P, OR7E74P, OR7E75P	hg674, OR912-109, OR912-46, OR912-108, OR912-110, hg523	10p13			OR7	Olfactory receptors, family 7	154
15344	OR7E111P	olfactory receptor family 7 subfamily E member 111 pseudogene	Approved			13q21.32	AC023058		OR7	Olfactory receptors, family 7	154
15127	OR7E115P	olfactory receptor family 7 subfamily E member 115 pseudogene	Approved		OST704	10p13	AL157391		OR7	Olfactory receptors, family 7	154
15122	OR7E116P	olfactory receptor family 7 subfamily E member 116 pseudogene	Approved		OST733	9q22.2			OR7	Olfactory receptors, family 7	154
15303	OR7E117P	olfactory receptor family 7 subfamily E member 117 pseudogene	Approved		OST716	11p15.4	AC060812		OR7	Olfactory receptors, family 7	154
8382	OR7E11P	olfactory receptor family 7 subfamily E member 11 pseudogene	Approved	OR7E144P	OR11-2	11q13.2	AF065853		OR7	Olfactory receptors, family 7	154
15049	OR7E121P	olfactory receptor family 7 subfamily E member 121 pseudogene	Approved			3p12.3	AC067827		OR7	Olfactory receptors, family 7	154
15050	OR7E122P	olfactory receptor family 7 subfamily E member 122 pseudogene	Approved		OST719	3p25.3	AC034187	NG_004265	OR7	Olfactory receptors, family 7	154
15098	OR7E125P	olfactory receptor family 7 subfamily E member 125 pseudogene	Approved		PJCG6	8p23.1	AF228730		OR7	Olfactory receptors, family 7	154
15304	OR7E126P	olfactory receptor family 7 subfamily E member 126 pseudogene	Approved		hg500, OR11-1	11q13.4	AI085560		OR7	Olfactory receptors, family 7	154
15305	OR7E128P	olfactory receptor family 7 subfamily E member 128 pseudogene	Approved			11q13.4	AP000719		OR7	Olfactory receptors, family 7	154
15052	OR7E129P	olfactory receptor family 7 subfamily E member 129 pseudogene	Approved			3q22.1		NG_004264	OR7	Olfactory receptors, family 7	154
8383	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene	Approved	OR7E58P, OR7E79P	OR11-3	11p15.4	AF065854		OR7	Olfactory receptors, family 7	154
15053	OR7E130P	olfactory receptor family 7 subfamily E member 130 pseudogene	Approved		OST702	3q21.2		NG_004314	OR7	Olfactory receptors, family 7	154
19557	OR7E136P	olfactory receptor family 7 subfamily E member 136 pseudogene	Approved	OR7E147P, OR7E139P		7p22.1		NG_004291	OR7	Olfactory receptors, family 7	154
8384	OR7E13P	olfactory receptor family 7 subfamily E member 13 pseudogene	Approved		OR11-4	11q14.2	AF065855		OR7	Olfactory receptors, family 7	154
19561	OR7E140P	olfactory receptor family 7 subfamily E member 140 pseudogene	Approved			12p13.31		NG_004309	OR7	Olfactory receptors, family 7	154
19618	OR7E145P	olfactory receptor family 7 subfamily E member 145 pseudogene	Approved			11q13.4		NG_004336	OR7	Olfactory receptors, family 7	154
19642	OR7E148P	olfactory receptor family 7 subfamily E member 148 pseudogene	Approved	OR7E150P		12p13		NG_004303	OR7	Olfactory receptors, family 7	154
19589	OR7E149P	olfactory receptor family 7 subfamily E member 149 pseudogene	Approved			12p13.31		NG_004297	OR7	Olfactory receptors, family 7	154
8385	OR7E14P	olfactory receptor family 7 subfamily E member 14 pseudogene	Approved	OR7E151P	OR11-5	11p15.1	AF065856		OR7	Olfactory receptors, family 7	154
31309	OR7E154P	olfactory receptor family 7 subfamily E member 154 pseudogene	Approved			8p23.1			OR7	Olfactory receptors, family 7	154
31310	OR7E155P	olfactory receptor family 7 subfamily E member 155 pseudogene	Approved			13q14.11			OR7	Olfactory receptors, family 7	154
31311	OR7E156P	olfactory receptor family 7 subfamily E member 156 pseudogene	Approved			13q21.31			OR7	Olfactory receptors, family 7	154
31231	OR7E157P	olfactory receptor family 7 subfamily E member 157 pseudogene	Approved			8p23.1			OR7	Olfactory receptors, family 7	154
31232	OR7E158P	olfactory receptor family 7 subfamily E member 158 pseudogene	Approved			8p23.1			OR7	Olfactory receptors, family 7	154
31312	OR7E159P	olfactory receptor family 7 subfamily E member 159 pseudogene	Approved			14q22.1			OR7	Olfactory receptors, family 7	154
8386	OR7E15P	olfactory receptor family 7 subfamily E member 15 pseudogene	Approved	OR7E80P, OR7E42P	OR11-392, OST001	8p23.1	AF065873		OR7	Olfactory receptors, family 7	154
31233	OR7E160P	olfactory receptor family 7 subfamily E member 160 pseudogene	Approved			8p23.1			OR7	Olfactory receptors, family 7	154
31234	OR7E161P	olfactory receptor family 7 subfamily E member 161 pseudogene	Approved			8p23.1			OR7	Olfactory receptors, family 7	154
28374	OR7E162P	olfactory receptor family 7 subfamily E member 162 pseudogene	Approved			4p16.3		NG_004863	OR7	Olfactory receptors, family 7	154
45040	OR7E163P	olfactory receptor family 7 subfamily E member 163 pseudogene	Approved			4p16.3			OR7	Olfactory receptors, family 7	154
8387	OR7E16P	olfactory receptor family 7 subfamily E member 16 pseudogene	Approved	OR7E60P, OR7E17P	OR19-133, OR19-9	19p13.2	U86252		OR7	Olfactory receptors, family 7	154
8389	OR7E18P	olfactory receptor family 7 subfamily E member 18 pseudogene	Approved	OR7E61, OR7E98P	OR19-14, TPCR26	19p13.2			OR7	Olfactory receptors, family 7	154
8390	OR7E19P	olfactory receptor family 7 subfamily E member 19 pseudogene	Approved	OR7E65	OR19-7	19p13.2			OR7	Olfactory receptors, family 7	154
8391	OR7E1P	olfactory receptor family 7 subfamily E member 1 pseudogene	Approved			11q13.2			OR7	Olfactory receptors, family 7	154
8393	OR7E21P	olfactory receptor family 7 subfamily E member 21 pseudogene	Approved	OR7E49P, OR7E127P	OR4DG, OST035	3p13			OR7	Olfactory receptors, family 7	154
8394	OR7E22P	olfactory receptor family 7 subfamily E member 22 pseudogene	Approved		OR6DG, OR3.6	3p12.3	AF042089		OR7	Olfactory receptors, family 7	154
8395	OR7E23P	olfactory receptor family 7 subfamily E member 23 pseudogene	Approved	OR7E92P	OR21-3	21q22.11	AF399396		OR7	Olfactory receptors, family 7	154
8396	OR7E24	olfactory receptor family 7 subfamily E member 24	Approved	OR7E24P	OR19-8, HSHT2, OR7E24Q	19p13.2	Y10529		OR7	Olfactory receptors, family 7	154
8397	OR7E25P	olfactory receptor family 7 subfamily E member 25 pseudogene	Approved		OR19-C, CIT-B-440L2	19p13.2			OR7	Olfactory receptors, family 7	154
8398	OR7E26P	olfactory receptor family 7 subfamily E member 26 pseudogene	Approved	OR7E67P, OR7E69P, OR7E70P, OR7E68P	OR1-51, OR1-72, OR1-73, OR912-95	10p13	U86301		OR7	Olfactory receptors, family 7	154
8400	OR7E28P	olfactory receptor family 7 subfamily E member 28 pseudogene	Approved	OR7E133P, OR7E107P, OR7E27P	OST128, hg616	2q24.1			OR7	Olfactory receptors, family 7	154
8401	OR7E29P	olfactory receptor family 7 subfamily E member 29 pseudogene	Approved		OST032	3q21.2		NG_004130	OR7	Olfactory receptors, family 7	154
8402	OR7E2P	olfactory receptor family 7 subfamily E member 2 pseudogene	Approved	OR7F2P, OR7E51P	OR11-6, hg94	11q14.2	AF065857		OR7	Olfactory receptors, family 7	154
8404	OR7E31P	olfactory receptor family 7 subfamily E member 31 pseudogene	Approved	OR7E32P	OST205	9q22.2			OR7	Olfactory receptors, family 7	154
8406	OR7E33P	olfactory receptor family 7 subfamily E member 33 pseudogene	Approved		hg688	13q21.32	AL353580		OR7	Olfactory receptors, family 7	154
8408	OR7E35P	olfactory receptor family 7 subfamily E member 35 pseudogene	Approved	OR7E120	OST018	4p16.1		NG_004371	OR7	Olfactory receptors, family 7	154
8409	OR7E36P	olfactory receptor family 7 subfamily E member 36 pseudogene	Approved	OR7E119P	OST024	13q14.11	AA574056	NG_004129	OR7	Olfactory receptors, family 7	154
8410	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	Approved		hg533	13q14.11	AL354833		OR7	Olfactory receptors, family 7	154
8411	OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene	Approved	OR7E76	OST127	7q21.3			OR7	Olfactory receptors, family 7	154
8412	OR7E39P	olfactory receptor family 7 subfamily E member 39 pseudogene	Approved	OR7E138P	hg611	7p22.1			OR7	Olfactory receptors, family 7	154
8415	OR7E41P	olfactory receptor family 7 subfamily E member 41 pseudogene	Approved	OR7F6P, OR7E50P, OR7E95P	OR11-20, hg84, OR8-126	11p15.2	AF065867		OR7	Olfactory receptors, family 7	154
8417	OR7E43P	olfactory receptor family 7 subfamily E member 43 pseudogene	Approved		OR4-116	4p16.3	U86267		OR7	Olfactory receptors, family 7	154
8420	OR7E46P	olfactory receptor family 7 subfamily E member 46 pseudogene	Approved		OST379, MCEEP	2p13.3			OR7	Olfactory receptors, family 7	154
8421	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	Approved		OR7E141	12q13.13	X87825	NG_004128	OR7	Olfactory receptors, family 7	154
8424	OR7E4P	olfactory receptor family 7 subfamily E member 4 pseudogene	Approved	OR7F4P	OR11-11a	11q13.4	AF065864		OR7	Olfactory receptors, family 7	154
